1533328561.275036	{"mems_cooling.X": [[0,0]], "mems_cooling.Y": [[0,0]]}
1533584185.700518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584185.809518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584185.896518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584185.982518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584186.082518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584186.168518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584186.243518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584186.334518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584186.412518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584186.519518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584186.615518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584186.869518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584186.953518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584187.050518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584187.128518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584187.208518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584187.300518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584187.379518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584187.476518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584187.575518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584187.660518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584187.771518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584187.835518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584187.905518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584187.997518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584188.084518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584188.246518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584188.318518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584188.394518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584188.484518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584188.599518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584188.722518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584188.834518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584189.007518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584189.251518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584189.564518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584189.691518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584189.779518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584189.898518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584190.024518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584190.164518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584190.340518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584190.430518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584190.516518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584190.689518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584190.865518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584190.943518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584191.026518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584191.170518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584191.271518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584191.361518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584191.459518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584191.798518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584192.033518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584192.194518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584192.315518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584192.439518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584192.796518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584193.106518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584193.217518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584193.346518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584193.465518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584193.622518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584193.747518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584193.873518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584193.986518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584194.091518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584194.175518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584194.346518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584194.448518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584194.775518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584195.220518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584195.296518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584195.379518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584195.481518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584195.571518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584195.801518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584195.914518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584196.157518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584196.268518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584196.342518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584196.443518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584196.563518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584196.735518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584196.846518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584196.969518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584197.074518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584197.163518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584197.264518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584197.370518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584197.520518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584197.743518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584197.930518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584198.009518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584198.149518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584198.264518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584198.352518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584198.509518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584198.789518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584198.984518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584199.091518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584199.213518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584199.424518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584199.569518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584199.769518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584199.879518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584200.018518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584200.102518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584200.187518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584200.407518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584200.518518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584200.791518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584201.112518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584201.510518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584201.715518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584201.828518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584202.239518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584202.370518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584202.478518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584202.831518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584202.996518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584203.290518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584203.675518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584203.854518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584204.011518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584204.115518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584204.197518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584204.304518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584204.428518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584204.517518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584204.639518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584204.730518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584204.808518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584204.900518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584205.128518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584205.398518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584205.636518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584205.719518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584205.799518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584205.943518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584206.070518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584206.157518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584206.251518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584206.469518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584206.679518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584206.782518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584206.914518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584207.036518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584207.239518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584207.316518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584207.399518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584207.492518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584207.600518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584207.715518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584207.803518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584207.908518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584208.025518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584210.707518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584210.774518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	optimize
1533584233.270518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584236.584518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584239.103518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584250.086518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584250.280518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584250.421518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584250.530518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584250.700518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584250.806518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584250.962518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584251.078518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584251.183518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584251.292518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584251.420518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584251.566518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584251.752518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584251.842518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584251.953518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584252.046518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584252.165518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584252.311518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584252.452518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584252.566518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584252.675518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584252.764518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584252.873518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584253.013518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584253.115518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584253.829518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584253.987518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584254.099518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584254.193518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584254.279518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584254.361518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584254.471518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584254.561518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584254.641518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584254.754518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584254.893518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584255.013518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584255.141518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584255.262518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584255.358518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584255.567518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584255.692518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584255.834518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584255.953518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584256.127518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584256.343518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584256.529518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584256.702518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584256.880518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584257.034518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584257.369518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584257.534518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584257.677518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584257.920518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584258.111518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584258.371518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584258.620518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584258.888518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584259.037518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584259.203518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584259.347518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584259.588518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584259.733518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584259.980518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584260.136518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584260.365518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584260.508518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584260.782518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584261.674518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584261.789518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584261.891518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584262.008518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584262.167518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584262.280518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584262.420518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584262.596518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584262.731518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584263.015518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584263.217518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584263.382518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584263.522518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584263.648518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584263.792518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584264.038518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584264.361518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584264.555518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584264.682518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584264.792518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584264.902518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584265.149518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584265.265518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584265.418518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584265.590518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584265.800518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584265.969518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584266.257518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584266.401518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584266.686518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584266.794518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584266.924518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584267.688518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584267.794518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584267.903518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584268.014518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584268.150518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584268.340518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
